iter	PRAUC	Logloss	PRAUC:use_weights=true	PRAUC:use_weights=false
399	0.9993109185	0.03350113902	0.9993109185	0.9274308718
400	0.9993125706	0.03344047621	0.9993125706	0.9274759067
401	0.9993143474	0.03336390406	0.9993143474	0.9275824949
402	0.999316088	0.03327496743	0.999316088	0.927624054
403	0.9993176426	0.03322632232	0.9993176426	0.9276939762
404	0.9993199151	0.03316183828	0.9993199151	0.9278100829
405	0.9993228003	0.03302715588	0.9993228003	0.9281303368
406	0.9993250175	0.03298604324	0.9993250175	0.9282845457
407	0.9993282592	0.03291490948	0.9993282592	0.9284925778
408	0.9993293241	0.03286309188	0.9993293241	0.9285503925
409	0.9993273729	0.03283765659	0.9993273729	0.9282351441
410	0.9993289664	0.03279698569	0.9993289664	0.9283144231
411	0.9993294005	0.03267845523	0.9993294005	0.9283426709
412	0.9993308434	0.03262651845	0.9993308434	0.9283526817
413	0.9993324826	0.03258667835	0.9993324826	0.9284381611
414	0.9993340841	0.03255004187	0.9993340841	0.9285108595
415	0.9993350451	0.03251745053	0.9993350451	0.9285463953
416	0.9993376412	0.03246545612	0.9993376412	0.9287204883
417	0.999341467	0.03242695617	0.999341467	0.9291053539
418	0.9993437282	0.03236420392	0.9993437282	0.9292081445
419	0.999346617	0.03231598927	0.999346617	0.9294474809
420	0.9993447118	0.03229450239	0.9993447118	0.9291831855
421	0.9993455516	0.03227221432	0.9993455516	0.9292290179
422	0.9993465335	0.03222864086	0.9993465335	0.9293370316
423	0.9993481424	0.03218868502	0.9993481424	0.929421457
424	0.9993496271	0.03215417905	0.9993496271	0.9295035194
425	0.999348523	0.03213259953	0.999348523	0.929340248
426	0.9993502254	0.03206369533	0.9993502254	0.9294128194
427	0.9993515723	0.03196131739	0.9993515723	0.929527382
428	0.9993528139	0.03189766933	0.9993528139	0.9296333939
429	0.9993676514	0.03165085167	0.9993676514	0.9312721424
430	0.9993691638	0.03159600322	0.9993691638	0.9313273004
431	0.9993685956	0.03156104595	0.9993685956	0.9312076288
432	0.9993699996	0.03151976162	0.9993699996	0.9312861549
433	0.9993732842	0.0314865133	0.9993732842	0.9316168148
434	0.9993761383	0.03143835036	0.9993761383	0.931899876
435	0.9993777734	0.03138332552	0.9993777734	0.9319486356
436	0.999376948	0.03136247412	0.999376948	0.9318376325
437	0.9993780837	0.03126256481	0.9993780837	0.9319547963
438	0.9993793567	0.03121419396	0.9993793567	0.9320001368
439	0.9993801559	0.03117795005	0.9993801559	0.9321026831
440	0.999381837	0.03114354682	0.999381837	0.9322295429
441	0.9993849025	0.03111414078	0.9993849025	0.9325334997
442	0.999387496	0.03103643364	0.999387496	0.9326386406
443	0.9993899016	0.03096535767	0.9993899016	0.9327914924
444	0.9993914809	0.03091943985	0.9993914809	0.9328735114
445	0.9993932133	0.03086806186	0.9993932133	0.9329536093
446	0.9993954708	0.03079977201	0.9993954708	0.9330496871
447	0.9993985506	0.03070286087	0.9993985506	0.9334196067
448	0.9994002682	0.03060711215	0.9994002682	0.9335506693
449	0.9994020863	0.03056313429	0.9994020863	0.9336749288
450	0.9994036682	0.03052897679	0.9994036682	0.9337946931
451	0.999404898	0.03045531822	0.999404898	0.9338686186
452	0.9994058903	0.03042953019	0.9994058903	0.9339269449
453	0.9994075171	0.03039188568	0.9994075171	0.9340385115
454	0.9994094825	0.03030769984	0.9994094825	0.9341243521
455	0.9994206527	0.03009263077	0.9994206527	0.9352157589
456	0.9994225011	0.03000382311	0.9994225011	0.9353073379
457	0.9994239796	0.02996644412	0.9994239796	0.9354003308
458	0.9994243848	0.02992812861	0.9994243848	0.9353886738
459	0.9994261956	0.02985178941	0.9994261956	0.935513328
460	0.9994276116	0.02980506025	0.9994276116	0.9355940407
461	0.9994294777	0.02974866464	0.9994294777	0.9357218677
462	0.9994307813	0.02971578084	0.9994307813	0.9358064588
463	0.9994314186	0.02969488732	0.9994314186	0.9358369009
464	0.9994316288	0.02963185744	0.9994316288	0.9358746071
465	0.9994326789	0.02957133625	0.9994326789	0.9359054751
466	0.9994342848	0.02950488763	0.9994342848	0.9360223328
467	0.9994362572	0.02945552642	0.9994362572	0.9361619167
468	0.9994362991	0.02941836002	0.9994362991	0.9361039855
469	0.9994373527	0.02938897987	0.9994373527	0.9361796557
470	0.9994379813	0.02937046319	0.9994379813	0.9362128871
471	0.9994393415	0.02930303033	0.9994393415	0.9362911122
472	0.9994404334	0.02927060515	0.9994404334	0.9363506505
473	0.9994412287	0.02922634435	0.9994412287	0.9363900397
474	0.9994411989	0.02916623686	0.9994411989	0.9363454859
475	0.9994413681	0.02909743886	0.9994413681	0.9363215715
476	0.9994452179	0.02905693512	0.9994452179	0.9367192633
477	0.9994464363	0.02900975178	0.9994464363	0.9367828698
478	0.9994482817	0.02897111545	0.9994482817	0.9369620347
479	0.9994488819	0.02890209629	0.9994488819	0.9370223543
480	0.9994510548	0.0288502863	0.9994510548	0.9371919798
481	0.9994525936	0.02880640324	0.9994525936	0.9372760672
482	0.9994536804	0.02878466952	0.9994536804	0.9373618899
483	0.9994546738	0.02876896827	0.9994546738	0.937422822
484	0.9994558812	0.02870597231	0.9994558812	0.9374854877
485	0.9994557113	0.02866861127	0.9994557113	0.9374232477
486	0.9994575605	0.02863277177	0.9994575605	0.9376138425
487	0.99945859	0.02860855584	0.99945859	0.9376889759
488	0.99946057	0.02856809884	0.99946057	0.9378714778
489	0.9994613043	0.02855436153	0.9994613043	0.9379109682
490	0.9994623846	0.02852835877	0.9994623846	0.9379742347
491	0.9994626296	0.02848560864	0.9994626296	0.9379786223
492	0.9994644311	0.02843630882	0.9994644311	0.938163999
493	0.999465546	0.02840450534	0.999465546	0.9382499691
494	0.9994667521	0.02836747699	0.9994667521	0.938344351
495	0.9994663068	0.0283218113	0.9994663068	0.938249986
496	0.9994673464	0.02830025509	0.9994673464	0.9383377204
497	0.9994690507	0.02826446218	0.9994690507	0.9385256427
498	0.9994697619	0.02821839471	0.9994697619	0.9385579825
499	0.9994724348	0.02815542797	0.9994724348	0.9387776329
500	0.9994746042	0.02809586641	0.9994746042	0.9389196344
501	0.9994751998	0.02803503231	0.9994751998	0.9389435912
502	0.9994773634	0.02796508824	0.9994773634	0.9392241693
503	0.9994787224	0.02793441008	0.9994787224	0.9393686685
504	0.9994807257	0.02788163733	0.9994807257	0.9395354422
505	0.9994849448	0.02778966473	0.9994849448	0.9399267423
506	0.9994841373	0.02778361532	0.9994841373	0.9398324265
507	0.9994857916	0.02773745355	0.9994857916	0.9399501563
508	0.9994879446	0.02769125306	0.9994879446	0.9401890953
509	0.9994891257	0.02766073161	0.9994891257	0.9402768568
510	0.9994900066	0.02763968923	0.9994900066	0.9403353842
511	0.9994913814	0.02760932575	0.9994913814	0.9404729546
512	0.9994922916	0.02758179922	0.9994922916	0.9405485139
513	0.9994937688	0.02754464887	0.9994937688	0.9406542269
514	0.9994945905	0.02752622674	0.9994945905	0.9407133595
515	0.9994960693	0.02749026363	0.9994960693	0.9408276354
516	0.9994987513	0.02743152164	0.9994987513	0.941076385
517	0.9995006047	0.02738748897	0.9995006047	0.9412374234
518	0.9995018957	0.02735830965	0.9995018957	0.9413479775
519	0.9995051633	0.02725703903	0.9995051633	0.9417198167
520	0.9995052843	0.02721031936	0.9995052843	0.9416989861
521	0.9995072916	0.02716096884	0.9995072916	0.9418789866
522	0.9995103192	0.02708382822	0.9995103192	0.942248804
523	0.9995126251	0.02700251492	0.9995126251	0.9424837423
524	0.9995155673	0.02689093168	0.9995155673	0.9427152603
525	0.9995198017	0.02680123822	0.9995198017	0.943236062
526	0.9995215176	0.02672311181	0.9995215176	0.9433409722
527	0.9995230398	0.02668938871	0.9995230398	0.9434676916
528	0.9995257119	0.02662999928	0.9995257119	0.9437866762
529	0.9995271475	0.02659469571	0.9995271475	0.9439023402
530	0.9995280826	0.02657060863	0.9995280826	0.9439759551
531	0.9995295255	0.02652893407	0.9995295255	0.9440826934
532	0.9995304207	0.02650332676	0.9995304207	0.9441388124
533	0.9995319731	0.026479402	0.9995319731	0.9442772772
534	0.9995333548	0.02644120787	0.9995333548	0.9443629173
535	0.9995356688	0.02638079284	0.9995356688	0.9445312933
536	0.9995368402	0.02634355195	0.9995368402	0.9446094861
537	0.9995373967	0.02630114168	0.9995373967	0.9446459681
538	0.999539904	0.02618279289	0.999539904	0.9449889623
539	0.9995413744	0.0261380316	0.9995413744	0.9450739799
540	0.9995422344	0.02611599531	0.9995422344	0.9451273179
541	0.9995442187	0.02605772484	0.9995442187	0.9452688759
542	0.9995448079	0.02599675732	0.9995448079	0.945288772
543	0.9995454872	0.02594238977	0.9995454872	0.945316984
544	0.9995481646	0.0258827102	0.9995481646	0.9455807214
545	0.9995496829	0.02583568936	0.9995496829	0.9457143311
546	0.9995501528	0.02578562182	0.9995501528	0.9456972893
547	0.999550484	0.02575813318	0.999550484	0.9457198814
548	0.9995513152	0.02572166745	0.9995513152	0.9457704422
549	0.999551868	0.02570594809	0.999551868	0.9458109824
550	0.9995532361	0.02566398543	0.9995532361	0.9459035012
551	0.999553715	0.02560149056	0.999553715	0.9459343218
552	0.999555243	0.02556026862	0.999555243	0.9460498413
553	0.9995565566	0.02549050031	0.9995565566	0.9461193328
554	0.9995572595	0.02543975086	0.9995572595	0.9462043024
555	0.9995584023	0.02537839095	0.9995584023	0.9462663337
556	0.9995595106	0.02534775645	0.9995595106	0.9463346761
557	0.9995603743	0.02532142172	0.9995603743	0.9463996058
558	0.9995610783	0.02529142725	0.9995610783	0.9464555193
559	0.9995625634	0.02526267144	0.9995625634	0.9465943534
560	0.9995633644	0.02521906724	0.9995633644	0.9466696002
561	0.9995650808	0.02520049119	0.9995650808	0.9468532466
562	0.9995647714	0.02518122969	0.9995647714	0.9468065577
563	0.9995664164	0.02513603476	0.9995664164	0.9469493435
564	0.9995674651	0.02509857902	0.9995674651	0.9470089872
565	0.9995683518	0.02506527078	0.9995683518	0.9470707639
566	0.9995687452	0.02505241639	0.9995687452	0.9471048846
567	0.9995704417	0.02500322963	0.9995704417	0.9472327763
568	0.9995719194	0.02495880104	0.9995719194	0.9473486555
569	0.9995734911	0.02491740355	0.9995734911	0.947484306
570	0.9995740773	0.02487556184	0.9995740773	0.9475206379
571	0.9995753054	0.02483741636	0.9995753054	0.9476065644
572	0.9995764378	0.02478857934	0.9995764378	0.947700412
573	0.9995781459	0.02473821656	0.9995781459	0.947824817
574	0.9995786366	0.02463914426	0.9995786366	0.9478660282
575	0.9995811941	0.02456921169	0.9995811941	0.9481434921
576	0.999581828	0.02453714451	0.999581828	0.9481856274
577	0.9995828806	0.02450019878	0.9995828806	0.9482751133
578	0.9995840853	0.02447451048	0.9995840853	0.9483903701
579	0.9995853217	0.02444355774	0.9995853217	0.9485075204
580	0.9995862966	0.02440725841	0.9995862966	0.9486202325
581	0.9995862321	0.02437819516	0.9995862321	0.9485926567
582	0.9995872612	0.02434381236	0.9995872612	0.9486537857
583	0.999588485	0.02429855689	0.999588485	0.9487372389
584	0.9995894554	0.02427052384	0.9995894554	0.9488051702
585	0.999590998	0.02423590905	0.999590998	0.9489501456
586	0.9995905152	0.02422923882	0.9995905152	0.9488993504
587	0.9995915741	0.02419701812	0.9995915741	0.9489870777
588	0.9995921486	0.02416907535	0.9995921486	0.949021241
589	0.9995942246	0.02411656653	0.9995942246	0.9492678666
590	0.9995938448	0.02410571418	0.9995938448	0.9492080882
591	0.9995965215	0.02402086171	0.9995965215	0.9494871531
592	0.9995989095	0.02395318147	0.9995989095	0.9497650318
593	0.9995997047	0.0239092013	0.9995997047	0.9498077942
594	0.9996011466	0.02386556446	0.9996011466	0.9499468806
595	0.9996016308	0.02383587832	0.9996016308	0.9499743227
596	0.9996026483	0.02380280821	0.9996026483	0.9500582796
597	0.999605473	0.02372217236	0.999605473	0.950299388
598	0.9996062922	0.02368985072	0.9996062922	0.9503677545
599	0.9996069846	0.0236765485	0.9996069846	0.9504478429
600	0.9996077278	0.02365465726	0.9996077278	0.9504967854
601	0.999608944	0.02363111033	0.999608944	0.9506135983
602	0.9996082684	0.02361681898	0.9996082684	0.9505122565
603	0.9996091264	0.02358795305	0.9996091264	0.950565797
604	0.9996102139	0.02355294452	0.9996102139	0.9506571222
605	0.9996114307	0.02349055805	0.9996114307	0.9507496126
606	0.9996125399	0.02344455654	0.9996125399	0.9508244452
607	0.9996139889	0.02339871275	0.9996139889	0.9509402422
608	0.9996145337	0.02336998793	0.9996145337	0.9509876776
609	0.9996167298	0.02330616501	0.9996167298	0.9511909335
610	0.999617732	0.02326915406	0.999617732	0.9512578931
611	0.999617904	0.02325292559	0.999617904	0.9512770262
612	0.9996186282	0.02321157711	0.9996186282	0.9513213653
613	0.9996196645	0.02319852368	0.9996196645	0.9514421804
614	0.9996198645	0.02315702755	0.9996198645	0.9514424367
615	0.9996203939	0.02313268883	0.9996203939	0.951490035
616	0.9996211378	0.02309988835	0.9996211378	0.9515363017
617	0.9996229849	0.02305454246	0.9996229849	0.9517205426
618	0.9996234624	0.02303244121	0.9996234624	0.9517536139
619	0.999624234	0.02300714712	0.999624234	0.9518287265
620	0.9996250505	0.0229746243	0.9996250505	0.9518808322
621	0.9996255319	0.02295113307	0.9996255319	0.9519170798
622	0.999627062	0.02290147331	0.999627062	0.9520402052
623	0.9996275939	0.02288197263	0.9996275939	0.9520903557
624	0.9996285397	0.0228582914	0.9996285397	0.952178211
625	0.9996293942	0.02283056912	0.9996293942	0.9522483975
626	0.9996295682	0.02281171566	0.9996295682	0.9522395421
627	0.9996312107	0.0227562121	0.9996312107	0.9523804688
628	0.9996319177	0.02273923613	0.9996319177	0.952461661
629	0.9996327131	0.02271291702	0.9996327131	0.9525221324
630	0.999633167	0.02268159478	0.999633167	0.9525495505
631	0.99963509	0.02260621947	0.99963509	0.9528408185
632	0.9996359565	0.02257547556	0.9996359565	0.9529034294
633	0.9996366109	0.02254115076	0.9996366109	0.9529592883
634	0.9996375938	0.02250313862	0.9996375938	0.9530418301
635	0.9996394336	0.02244428647	0.9996394336	0.9532055841
636	0.9996407468	0.02240005719	0.9996407468	0.9533019373
637	0.9996406213	0.0223847709	0.9996406213	0.9532735905
638	0.9996407905	0.02236321398	0.9996407905	0.9532913888
639	0.9996416833	0.02233485849	0.9996416833	0.95336329
640	0.9996427485	0.02231821772	0.9996427485	0.9534699836
641	0.9996440713	0.02227249577	0.9996440713	0.953587677
642	0.9996459282	0.02223146183	0.9996459282	0.9538211906
643	0.9996470437	0.02220836517	0.9996470437	0.9539266413
644	0.9996487443	0.02217213792	0.9996487443	0.9540961444
645	0.9996492554	0.02213909336	0.9996492554	0.9541569279
646	0.9996492191	0.02212179588	0.9996492191	0.9541348609
647	0.999649928	0.02209932208	0.999649928	0.9541939076
648	0.999650536	0.02207952049	0.999650536	0.9542561099
649	0.9996512491	0.02200170075	0.9996512491	0.9543447826
650	0.9996525463	0.0219723595	0.9996525463	0.95446348
651	0.9996542389	0.02192022499	0.9996542389	0.9546851303
652	0.9996547829	0.0218703179	0.9996547829	0.9547198259
653	0.9996555172	0.02184849073	0.9996555172	0.9547804018
654	0.9996564484	0.02182207973	0.9996564484	0.954874178
655	0.9996568844	0.0217978951	0.9996568844	0.9549122448
656	0.9996565324	0.02178913598	0.9996565324	0.9548705
657	0.999656216	0.02176427879	0.999656216	0.9548296481
658	0.9996571326	0.02172824921	0.9996571326	0.9549024882
659	0.9996576819	0.02170531806	0.9996576819	0.9549483658
660	0.9996587303	0.02167153217	0.9996587303	0.9550389469
661	0.9996583534	0.02164922795	0.9996583534	0.9549923925
662	0.999659576	0.02161648167	0.999659576	0.9551269327
663	0.999662677	0.02153085993	0.999662677	0.9555090891
664	0.9996638119	0.02149569925	0.9996638119	0.9555982656
665	0.9996643653	0.0214818604	0.9996643653	0.9556496249
666	0.9996653787	0.02145141489	0.9996653787	0.9557378844
667	0.999665906	0.02140262711	0.999665906	0.9557805216
668	0.9996659242	0.02137817301	0.9996659242	0.9557892134
669	0.9996665102	0.02135623899	0.9996665102	0.9558299896
670	0.9996671018	0.02133566688	0.9996671018	0.9558946164
671	0.9996677546	0.02131093837	0.9996677546	0.9559496823
672	0.9996687835	0.02127235043	0.9996687835	0.9560395553
673	0.9996695773	0.02124241941	0.9996695773	0.9561106379
674	0.9996703395	0.02121209721	0.9996703395	0.9561567487
675	0.9996708063	0.0211907772	0.9996708063	0.95619191
676	0.9996719794	0.02115672636	0.9996719794	0.9563110846
677	0.999672375	0.02114227093	0.999672375	0.9563455974
678	0.9996725329	0.02111502053	0.9996725329	0.9563588962
679	0.9996729874	0.02109320701	0.9996729874	0.9563987256
680	0.9996736603	0.02106612346	0.9996736603	0.9564554272
681	0.9996743895	0.02104986483	0.9996743895	0.9565340222
682	0.999674987	0.02102745779	0.999674987	0.9566019584
683	0.9996760755	0.02098833448	0.9996760755	0.956691441
684	0.9996762116	0.0209732379	0.9996762116	0.9566947026
685	0.9996771972	0.02094996495	0.9996771972	0.956791117
686	0.9996771754	0.02093602449	0.9996771754	0.9567806884
687	0.9996780719	0.020910005	0.9996780719	0.9568856051
688	0.9996784421	0.02089386686	0.9996784421	0.9569236988
689	0.999679873	0.02083230329	0.999679873	0.9570554992
690	0.9996804782	0.02080634267	0.9996804782	0.9571077031
691	0.9996816647	0.02076195366	0.9996816647	0.957218581
692	0.9996862858	0.02066591897	0.9996862858	0.9577979822
693	0.9996876944	0.02062579592	0.9996876944	0.9579442743
694	0.9996886978	0.02060238243	0.9996886978	0.9580541378
695	0.9996892186	0.0205739313	0.9996892186	0.9580949616
696	0.9996917109	0.02053333553	0.9996917109	0.9583866174
697	0.9996919189	0.02051147385	0.9996919189	0.9584024066
698	0.9996929154	0.02048702423	0.9996929154	0.9585018572
699	0.9996933355	0.02047352788	0.9996933355	0.9585498687
700	0.999693229	0.02046218605	0.999693229	0.9585221896
701	0.999694111	0.02041769524	0.999694111	0.9585971402
702	0.9996944331	0.02040784746	0.9996944331	0.9586282148
703	0.9996954702	0.02037027835	0.9996954702	0.9587256624
704	0.9996963193	0.02035194892	0.9996963193	0.9588165716
705	0.9996960081	0.02034173999	0.9996960081	0.9587658325
706	0.9996968032	0.02032091986	0.9996968032	0.9588524925
707	0.999696858	0.02030876611	0.999696858	0.9588515796
708	0.999697965	0.02027443847	0.999697965	0.9589555374
709	0.999698719	0.02023849635	0.999698719	0.959016086
710	0.9996991295	0.02019991915	0.9996991295	0.9590541513
711	0.9997002298	0.02016726139	0.9997002298	0.959154889
712	0.99970131	0.02013235715	0.99970131	0.9592604316
713	0.9997010657	0.02011607097	0.9997010657	0.9592325031
714	0.9997016189	0.02009741317	0.9997016189	0.959313174
715	0.99970204	0.02008383356	0.99970204	0.9593560427
716	0.9997022259	0.02003694597	0.9997022259	0.9593651281
717	0.9997029116	0.02002111891	0.9997029116	0.9594549265
718	0.9997040101	0.01998830128	0.9997040101	0.9595637353
719	0.9997045484	0.01995333118	0.9997045484	0.9596266784
720	0.9997052779	0.01992421584	0.9997052779	0.959686654
721	0.9997061343	0.01989311082	0.9997061343	0.9597720923
722	0.9997069293	0.01987238001	0.9997069293	0.9598560598
723	0.9997074744	0.01983630622	0.9997074744	0.959917071
724	0.999707974	0.01981442015	0.999707974	0.9599543698
725	0.9997085146	0.01979636585	0.9997085146	0.9600099186
726	0.9997088378	0.01978914509	0.9997088378	0.9600491106
727	0.9997096154	0.01976426937	0.9997096154	0.960138476
728	0.9997103518	0.0197379507	0.9997103518	0.960198968
729	0.9997115539	0.01969585825	0.9997115539	0.960339915
730	0.9997124358	0.01966865473	0.9997124358	0.9604163012
731	0.9997129024	0.01964010004	0.9997129024	0.9604892371
732	0.9997134276	0.01962353067	0.9997134276	0.9605358937
733	0.9997139791	0.01960027239	0.9997139791	0.9605925608
734	0.9997147403	0.01956000687	0.9997147403	0.960662931
735	0.9997154842	0.01953620111	0.9997154842	0.9607416193
736	0.9997157963	0.01951988079	0.9997157963	0.9607780601
737	0.9997164982	0.01948994316	0.9997164982	0.9608392158
738	0.9997171501	0.01945812581	0.9997171501	0.9609072729
739	0.9997175616	0.01943817024	0.9997175616	0.9609412207
740	0.9997175587	0.01943816353	0.9997175587	0.9609408845
741	0.9997175558	0.01943815684	0.9997175558	0.9609404786
742	0.9997175526	0.01943815014	0.9997175526	0.9609400464
743	0.9997175487	0.01943814345	0.9997175487	0.9609395917
744	0.9997186244	0.01941836783	0.9997186244	0.9610676579
745	0.9997194538	0.01939292958	0.9997194538	0.9611528413
746	0.9997197062	0.01937561218	0.9997197062	0.9611755208
747	0.9997200655	0.01936560287	0.9997200655	0.9612210629
748	0.999720456	0.01934848714	0.999720456	0.9612658183
749	0.9997209511	0.01932579856	0.9997209511	0.961313642
750	0.9997215156	0.01930871638	0.9997215156	0.9613685552
751	0.9997215168	0.0193087146	0.9997215168	0.961368738
752	0.9997215158	0.01930870675	0.9997215158	0.9613686322
753	0.9997215118	0.01930869891	0.9997215118	0.9613682646
754	0.9997215088	0.01930869108	0.9997215088	0.9613678985
755	0.9997218157	0.01928249528	0.9997218157	0.9613956703
756	0.9997221382	0.01926506315	0.9997221382	0.9614238039
757	0.9997224725	0.01924852189	0.9997224725	0.9614530506
758	0.9997227527	0.01923201655	0.9997227527	0.9614777743
759	0.9997229795	0.01920231627	0.9997229795	0.9615023679
760	0.9997236315	0.01917199885	0.9997236315	0.9615747451
761	0.9997242898	0.01914564339	0.9997242898	0.9616391267
762	0.9997242868	0.01914563848	0.9997242868	0.9616387679
763	0.9997242838	0.01914563357	0.9997242838	0.9616383643
764	0.9997242002	0.01913811863	0.9997242002	0.9616259091
765	0.9997245538	0.01912248268	0.9997245538	0.9616547723
766	0.9997245209	0.01911106967	0.9997245209	0.9616440681
767	0.9997256369	0.01907678385	0.9997256369	0.9617808415
768	0.9997263039	0.0190592538	0.9997263039	0.961856989
769	0.9997270791	0.01903205306	0.9997270791	0.9619402098
770	0.9997277647	0.01900998762	0.9997277647	0.9620088057
771	0.9997276102	0.01900320812	0.9997276102	0.9619899823
772	0.9997283301	0.01897973364	0.9997283301	0.9620703699
773	0.999729837	0.01892844454	0.999729837	0.9622599178
774	0.9997298243	0.01892841659	0.9997298243	0.962258306
775	0.9997298227	0.01892841311	0.9997298227	0.9622580743
776	0.9997301814	0.01891543522	0.9997301814	0.9622962654
777	0.9997298213	0.01889550553	0.9997298213	0.9622480233
778	0.9997307918	0.01884089586	0.9997307918	0.9624067106
779	0.9997309827	0.01882178217	0.9997309827	0.9624277197
780	0.999731324	0.01881012997	0.999731324	0.9624653021
781	0.9997320524	0.01878431056	0.9997320524	0.9625345529
782	0.9997320524	0.01878431056	0.9997320524	0.9625345529
783	0.999732051	0.01878430708	0.999732051	0.9625343817
784	0.9997320484	0.01878430361	0.9997320484	0.9625340277
785	0.9997320456	0.01878430014	0.9997320456	0.9625336539
786	0.9997326663	0.01876058654	0.9997326663	0.9625970888
787	0.9997326632	0.01876057949	0.9997326632	0.9625966733
788	0.9997330274	0.01874181707	0.9997330274	0.962644001
789	0.999733731	0.01871025154	0.999733731	0.9627126409
790	0.9997341525	0.01869562793	0.9997341525	0.9627523024
791	0.9997346588	0.01867505646	0.9997346588	0.962806116
792	0.9997352888	0.01864544917	0.9997352888	0.9628698574
793	0.9997351694	0.01863466799	0.9997351694	0.9628523059
794	0.9997362733	0.01859973566	0.9997362733	0.962971315
795	0.9997367018	0.0185871006	0.9997367018	0.9630191779
